행정구역,기간,인구수
서울특별시  (1100000000),2015년05월_계_100세 이상,"4,876"
부산광역시  (2600000000),2015년05월_계_100세 이상,"1,436"
대구광역시  (2700000000),2015년05월_계_100세 이상,518
인천광역시  (2800000000),2015년05월_계_100세 이상,662
광주광역시  (2900000000),2015년05월_계_100세 이상,315
대전광역시  (3000000000),2015년05월_계_100세 이상,262
울산광역시  (3100000000),2015년05월_계_100세 이상,133
세종특별자치시  (3600000000),2015년05월_계_100세 이상,32
경기도  (4100000000),2015년05월_계_100세 이상,"2,871"
강원도  (4200000000),2015년05월_계_100세 이상,580
충청북도  (4300000000),2015년05월_계_100세 이상,411
충청남도  (4400000000),2015년05월_계_100세 이상,638
전라북도  (4500000000),2015년05월_계_100세 이상,619
전라남도  (4600000000),2015년05월_계_100세 이상,732
경상북도  (4700000000),2015년05월_계_100세 이상,717
경상남도  (4800000000),2015년05월_계_100세 이상,557
제주특별자치도  (5000000000),2015년05월_계_100세 이상,211
전국  (0000000000),2015년06월_계_총인구수,"51,431,100"
서울특별시  (1100000000),2015년06월_계_총인구수,"10,078,850"
부산광역시  (2600000000),2015년06월_계_총인구수,"3,517,491"
대구광역시  (2700000000),2015년06월_계_총인구수,"2,491,137"
인천광역시  (2800000000),2015년06월_계_총인구수,"2,914,271"
광주광역시  (2900000000),2015년06월_계_총인구수,"1,476,974"
대전광역시  (3000000000),2015년06월_계_총인구수,"1,525,656"
울산광역시  (3100000000),2015년06월_계_총인구수,"1,169,768"
세종특별자치시  (3600000000),2015년06월_계_총인구수,"185,212"
경기도  (4100000000),2015년06월_계_총인구수,"12,432,063"
강원도  (4200000000),2015년06월_계_총인구수,"1,547,166"
충청북도  (4300000000),2015년06월_계_총인구수,"1,582,181"
충청남도  (4400000000),2015년06월_계_총인구수,"2,068,444"
전라북도  (4500000000),2015년06월_계_총인구수,"1,869,668"
전라남도  (4600000000),2015년06월_계_총인구수,"1,902,638"
경상북도  (4700000000),2015년06월_계_총인구수,"2,697,791"
경상남도  (4800000000),2015년06월_계_총인구수,"3,356,540"
제주특별자치도  (5000000000),2015년06월_계_총인구수,"615,250"
전국  (0000000000),2015년06월_계_연령구간인구수,"51,431,100"
서울특별시  (1100000000),2015년06월_계_연령구간인구수,"10,078,850"
부산광역시  (2600000000),2015년06월_계_연령구간인구수,"3,517,491"
대구광역시  (2700000000),2015년06월_계_연령구간인구수,"2,491,137"
인천광역시  (2800000000),2015년06월_계_연령구간인구수,"2,914,271"
광주광역시  (2900000000),2015년06월_계_연령구간인구수,"1,476,974"
대전광역시  (3000000000),2015년06월_계_연령구간인구수,"1,525,656"
울산광역시  (3100000000),2015년06월_계_연령구간인구수,"1,169,768"
세종특별자치시  (3600000000),2015년06월_계_연령구간인구수,"185,212"
경기도  (4100000000),2015년06월_계_연령구간인구수,"12,432,063"
강원도  (4200000000),2015년06월_계_연령구간인구수,"1,547,166"
충청북도  (4300000000),2015년06월_계_연령구간인구수,"1,582,181"
충청남도  (4400000000),2015년06월_계_연령구간인구수,"2,068,444"
전라북도  (4500000000),2015년06월_계_연령구간인구수,"1,869,668"
전라남도  (4600000000),2015년06월_계_연령구간인구수,"1,902,638"
경상북도  (4700000000),2015년06월_계_연령구간인구수,"2,697,791"
경상남도  (4800000000),2015년06월_계_연령구간인구수,"3,356,540"
제주특별자치도  (5000000000),2015년06월_계_연령구간인구수,"615,250"
전국  (0000000000),2015년06월_계_0~9세,"4,596,014"
서울특별시  (1100000000),2015년06월_계_0~9세,"789,372"
부산광역시  (2600000000),2015년06월_계_0~9세,"265,504"
대구광역시  (2700000000),2015년06월_계_0~9세,"208,510"
인천광역시  (2800000000),2015년06월_계_0~9세,"271,122"
광주광역시  (2900000000),2015년06월_계_0~9세,"144,464"
대전광역시  (3000000000),2015년06월_계_0~9세,"146,764"
울산광역시  (3100000000),2015년06월_계_0~9세,"115,747"
세종특별자치시  (3600000000),2015년06월_계_0~9세,"25,178"
경기도  (4100000000),2015년06월_계_0~9세,"1,245,684"
강원도  (4200000000),2015년06월_계_0~9세,"123,858"
충청북도  (4300000000),2015년06월_계_0~9세,"142,450"
충청남도  (4400000000),2015년06월_계_0~9세,"196,772"
전라북도  (4500000000),2015년06월_계_0~9세,"160,540"
전라남도  (4600000000),2015년06월_계_0~9세,"157,471"
경상북도  (4700000000),2015년06월_계_0~9세,"222,838"
경상남도  (4800000000),2015년06월_계_0~9세,"317,367"
제주특별자치도  (5000000000),2015년06월_계_0~9세,"62,373"
전국  (0000000000),2015년06월_계_10~19세,"5,853,773"
서울특별시  (1100000000),2015년06월_계_10~19세,"1,015,514"
부산광역시  (2600000000),2015년06월_계_10~19세,"356,680"
대구광역시  (2700000000),2015년06월_계_10~19세,"298,238"
인천광역시  (2800000000),2015년06월_계_10~19세,"331,548"
광주광역시  (2900000000),2015년06월_계_10~19세,"202,463"
대전광역시  (3000000000),2015년06월_계_10~19세,"190,575"
울산광역시  (3100000000),2015년06월_계_10~19세,"143,610"
세종특별자치시  (3600000000),2015년06월_계_10~19세,"20,774"
경기도  (4100000000),2015년06월_계_10~19세,"1,508,316"
강원도  (4200000000),2015년06월_계_10~19세,"175,442"
충청북도  (4300000000),2015년06월_계_10~19세,"184,283"
충청남도  (4400000000),2015년06월_계_10~19세,"232,917"
전라북도  (4500000000),2015년06월_계_10~19세,"223,090"
전라남도  (4600000000),2015년06월_계_10~19세,"215,022"
경상북도  (4700000000),2015년06월_계_10~19세,"283,738"
경상남도  (4800000000),2015년06월_계_10~19세,"393,236"
제주특별자치도  (5000000000),2015년06월_계_10~19세,"78,327"
전국  (0000000000),2015년06월_계_20~29세,"6,666,507"
서울특별시  (1100000000),2015년06월_계_20~29세,"1,457,315"
부산광역시  (2600000000),2015년06월_계_20~29세,"456,347"
대구광역시  (2700000000),2015년06월_계_20~29세,"325,243"
인천광역시  (2800000000),2015년06월_계_20~29세,"400,379"
광주광역시  (2900000000),2015년06월_계_20~29세,"198,827"
대전광역시  (3000000000),2015년06월_계_20~29세,"210,794"
울산광역시  (3100000000),2015년06월_계_20~29세,"157,268"
세종특별자치시  (3600000000),2015년06월_계_20~29세,"20,225"
경기도  (4100000000),2015년06월_계_20~29세,"1,624,110"
강원도  (4200000000),2015년06월_계_20~29세,"183,579"
충청북도  (4300000000),2015년06월_계_20~29세,"194,860"
충청남도  (4400000000),2015년06월_계_20~29세,"242,003"
전라북도  (4500000000),2015년06월_계_20~29세,"217,265"
전라남도  (4600000000),2015년06월_계_20~29세,"203,029"
경상북도  (4700000000),2015년06월_계_20~29세,"310,327"
경상남도  (4800000000),2015년06월_계_20~29세,"392,883"
제주특별자치도  (5000000000),2015년06월_계_20~29세,"72,053"
전국  (0000000000),2015년06월_계_30~39세,"7,726,898"
서울특별시  (1100000000),2015년06월_계_30~39세,"1,691,048"
부산광역시  (2600000000),2015년06월_계_30~39세,"498,604"
대구광역시  (2700000000),2015년06월_계_30~39세,"347,671"
인천광역시  (2800000000),2015년06월_계_30~39세,"457,612"
광주광역시  (2900000000),2015년06월_계_30~39세,"224,919"
대전광역시  (3000000000),2015년06월_계_30~39세,"232,979"
울산광역시  (3100000000),2015년06월_계_30~39세,"181,364"
세종특별자치시  (3600000000),2015년06월_계_30~39세,"34,047"
경기도  (4100000000),2015년06월_계_30~39세,"1,972,685"
강원도  (4200000000),2015년06월_계_30~39세,"191,425"
충청북도  (4300000000),2015년06월_계_30~39세,"218,446"
충청남도  (4400000000),2015년06월_계_30~39세,"298,577"
전라북도  (4500000000),2015년06월_계_30~39세,"235,651"
전라남도  (4600000000),2015년06월_계_30~39세,"225,458"
경상북도  (4700000000),2015년06월_계_30~39세,"350,119"
경상남도  (4800000000),2015년06월_계_30~39세,"481,167"
제주특별자치도  (5000000000),2015년06월_계_30~39세,"85,126"
전국  (0000000000),2015년06월_계_40~49세,"8,908,312"
서울특별시  (1100000000),2015년06월_계_40~49세,"1,721,003"
부산광역시  (2600000000),2015년06월_계_40~49세,"573,651"
대구광역시  (2700000000),2015년06월_계_40~49세,"442,636"
인천광역시  (2800000000),2015년06월_계_40~49세,"519,032"
광주광역시  (2900000000),2015년06월_계_40~49세,"260,828"
대전광역시  (3000000000),2015년06월_계_40~49세,"268,938"
울산광역시  (3100000000),2015년06월_계_40~49세,"214,503"
세종특별자치시  (3600000000),2015년06월_계_40~49세,"32,580"
경기도  (4100000000),2015년06월_계_40~49세,"2,305,101"
강원도  (4200000000),2015년06월_계_40~49세,"252,033"
충청북도  (4300000000),2015년06월_계_40~49세,"264,306"
충청남도  (4400000000),2015년06월_계_40~49세,"332,116"
전라북도  (4500000000),2015년06월_계_40~49세,"302,327"
전라남도  (4600000000),2015년06월_계_40~49세,"294,767"
경상북도  (4700000000),2015년06월_계_40~49세,"431,626"
경상남도  (4800000000),2015년06월_계_40~49세,"583,053"
제주특별자치도  (5000000000),2015년06월_계_40~49세,"109,812"
전국  (0000000000),2015년06월_계_50~59세,"8,247,937"
서울특별시  (1100000000),2015년06월_계_50~59세,"1,592,373"
부산광역시  (2600000000),2015년06월_계_50~59세,"623,045"
대구광역시  (2700000000),2015년06월_계_50~59세,"416,491"
인천광역시  (2800000000),2015년06월_계_50~59세,"487,375"
광주광역시  (2900000000),2015년06월_계_50~59세,"214,218"
대전광역시  (3000000000),2015년06월_계_50~59세,"237,855"
울산광역시  (3100000000),2015년06월_계_50~59세,"198,298"
세종특별자치시  (3600000000),2015년06월_계_50~59세,"23,376"
경기도  (4100000000),2015년06월_계_50~59세,"1,924,017"
강원도  (4200000000),2015년06월_계_50~59세,"267,379"
충청북도  (4300000000),2015년06월_계_50~59세,"257,541"
충청남도  (4400000000),2015년06월_계_50~59세,"316,893"
전라북도  (4500000000),2015년06월_계_50~59세,"292,854"
전라남도  (4600000000),2015년06월_계_50~59세,"304,551"
경상북도  (4700000000),2015년06월_계_50~59세,"452,423"
경상남도  (4800000000),2015년06월_계_50~59세,"545,982"
제주특별자치도  (5000000000),2015년06월_계_50~59세,"93,266"
전국  (0000000000),2015년06월_계_60~69세,"4,894,478"
서울특별시  (1100000000),2015년06월_계_60~69세,"1,012,593"
부산광역시  (2600000000),2015년06월_계_60~69세,"417,140"
대구광역시  (2700000000),2015년06월_계_60~69세,"244,882"
인천광역시  (2800000000),2015년06월_계_60~69세,"245,185"
광주광역시  (2900000000),2015년06월_계_60~69세,"123,556"
대전광역시  (3000000000),2015년06월_계_60~69세,"129,664"
울산광역시  (3100000000),2015년06월_계_60~69세,"95,662"
세종특별자치시  (3600000000),2015년06월_계_60~69세,"13,932"
경기도  (4100000000),2015년06월_계_60~69세,"983,989"
강원도  (4200000000),2015년06월_계_60~69세,"165,933"
충청북도  (4300000000),2015년06월_계_60~69세,"152,445"
충청남도  (4400000000),2015년06월_계_60~69세,"204,632"
전라북도  (4500000000),2015년06월_계_60~69세,"204,703"
전라남도  (4600000000),2015년06월_계_60~69세,"218,781"
경상북도  (4700000000),2015년06월_계_60~69세,"302,930"
경상남도  (4800000000),2015년06월_계_60~69세,"322,915"
제주특별자치도  (5000000000),2015년06월_계_60~69세,"55,536"
전국  (0000000000),2015년06월_계_70~79세,"3,185,222"
서울특별시  (1100000000),2015년06월_계_70~79세,"580,608"
부산광역시  (2600000000),2015년06월_계_70~79세,"239,962"
대구광역시  (2700000000),2015년06월_계_70~79세,"150,100"
인천광역시  (2800000000),2015년06월_계_70~79세,"141,435"
광주광역시  (2900000000),2015년06월_계_70~79세,"76,253"
대전광역시  (3000000000),2015년06월_계_70~79세,"76,180"
울산광역시  (3100000000),2015년06월_계_70~79세,"45,784"
세종특별자치시  (3600000000),2015년06월_계_70~79세,"10,062"
경기도  (4100000000),2015년06월_계_70~79세,"612,123"
강원도  (4200000000),2015년06월_계_70~79세,"131,943"
충청북도  (4300000000),2015년06월_계_70~79세,"115,822"
충청남도  (4400000000),2015년06월_계_70~79세,"163,040"
전라북도  (4500000000),2015년06월_계_70~79세,"156,583"
전라남도  (4600000000),2015년06월_계_70~79세,"192,270"
경상북도  (4700000000),2015년06월_계_70~79세,"234,340"
경상남도  (4800000000),2015년06월_계_70~79세,"219,670"
제주특별자치도  (5000000000),2015년06월_계_70~79세,"39,047"
전국  (0000000000),2015년06월_계_80~89세,"1,176,083"
서울특별시  (1100000000),2015년06월_계_80~89세,"185,049"
부산광역시  (2600000000),2015년06월_계_80~89세,"75,987"
대구광역시  (2700000000),2015년06월_계_80~89세,"51,063"
인천광역시  (2800000000),2015년06월_계_80~89세,"52,216"
광주광역시  (2900000000),2015년06월_계_80~89세,"27,415"
대전광역시  (3000000000),2015년06월_계_80~89세,"27,895"
울산광역시  (3100000000),2015년06월_계_80~89세,"15,434"
세종특별자치시  (3600000000),2015년06월_계_80~89세,"4,414"
경기도  (4100000000),2015년06월_계_80~89세,"221,555"
강원도  (4200000000),2015년06월_계_80~89세,"47,714"
충청북도  (4300000000),2015년06월_계_80~89세,"45,854"
충청남도  (4400000000),2015년06월_계_80~89세,"71,783"
전라북도  (4500000000),2015년06월_계_80~89세,"67,464"
전라남도  (4600000000),2015년06월_계_80~89세,"79,908"
경상북도  (4700000000),2015년06월_계_80~89세,"96,562"
경상남도  (4800000000),2015년06월_계_80~89세,"89,359"
제주특별자치도  (5000000000),2015년06월_계_80~89세,"16,411"
전국  (0000000000),2015년06월_계_90~99세,"160,247"
서울특별시  (1100000000),2015년06월_계_90~99세,"29,083"
부산광역시  (2600000000),2015년06월_계_90~99세,"9,125"
대구광역시  (2700000000),2015년06월_계_90~99세,"5,783"
인천광역시  (2800000000),2015년06월_계_90~99세,"7,700"
광주광역시  (2900000000),2015년06월_계_90~99세,"3,718"
대전광역시  (3000000000),2015년06월_계_90~99세,"3,745"
울산광역시  (3100000000),2015년06월_계_90~99세,"1,964"
세종특별자치시  (3600000000),2015년06월_계_90~99세,591
경기도  (4100000000),2015년06월_계_90~99세,"31,597"
강원도  (4200000000),2015년06월_계_90~99세,"7,280"
충청북도  (4300000000),2015년06월_계_90~99세,"5,759"
충청남도  (4400000000),2015년06월_계_90~99세,"9,069"
전라북도  (4500000000),2015년06월_계_90~99세,"8,573"
전라남도  (4600000000),2015년06월_계_90~99세,"10,650"
경상북도  (4700000000),2015년06월_계_90~99세,"12,178"
경상남도  (4800000000),2015년06월_계_90~99세,"10,343"
제주특별자치도  (5000000000),2015년06월_계_90~99세,"3,089"
전국  (0000000000),2015년06월_계_100세 이상,"15,629"
서울특별시  (1100000000),2015년06월_계_100세 이상,"4,892"
